EMD_no_norm_arc	denominator_info	file_origin	marker	median_diff_no_norm_arc_compare_from_vs_to	median_no_norm_arc_compare_from	median_no_norm_arc_compare_to
0.022881961449210057	final_syntax	4%-1.txt	89Y_pHH3__S28	0.03062765597451944	0.19767855865316303	0.1670509026786436
-0.060617251704142415	final_syntax	4%-1.txt	113In_CD326__EpCAM	-0.06291863646829743	2.102970737175275	2.1658893736435725
-0.17848758504966408	final_syntax	4%-1.txt	115In_Pan-CK	-0.20201960766430416	2.075662092250181	2.2776816999144853
0.02930552890328253	final_syntax	4%-1.txt	127I_IdU	0.0	0.0	0.0
-0.022112503148669013	final_syntax	4%-1.txt	140Ce_EQ_Beads	-0.024273263508200034	0.00134435320757396	0.025617616715773995
0.10459458149319201	final_syntax	4%-1.txt	141Pr_pPDK1__S241	0.11937747850008185	1.6346472728671229	1.515269794367041
0.06206330451977028	final_syntax	4%-1.txt	142Nd_cCaspase_3__D175	0.06426371397811437	1.380756549731227	1.3164928357531127
-0.011869691341139821	final_syntax	4%-1.txt	143Nd_C-MYC	-0.0026799043165133263	1.2868807485297629	1.2895606528462762
-0.031194601252771983	final_syntax	4%-1.txt	144Nd_Lysozyme	-0.021966597178900787	0.1719265738703986	0.1938931710492994
0.04259381600907429	final_syntax	4%-1.txt	145Nd_FABP1	0.04247462259826229	0.6824110554541198	0.6399364328558576
0.06604685257953367	final_syntax	4%-1.txt	146Nd_pMKK4_SEK1__S257	0.0775609771159872	0.9916383333842905	0.9140773562683033
0.17555235104134248	final_syntax	4%-1.txt	147Sm_pBTK__Y511	0.177311429056076	2.449950588719835	2.272639159663759
-0.050853084237766154	final_syntax	4%-1.txt	148Nd_pSRC__Y418	-0.06550924040732542	1.395753253863456	1.4612624942707815
0.07637214706139747	final_syntax	4%-1.txt	149Sm_p4EBP1__T37_46	0.10965552452907756	1.1744611693454383	1.0648056448163608
-0.168728296194687	final_syntax	4%-1.txt	150Nd_pRB__S807_S811	-0.2808964442921975	2.265948827019698	2.5468452713118954
-0.03976335051298296	final_syntax	4%-1.txt	151Eu_pPKCa__T497	-0.05653055018060993	1.4687340253134997	1.5252645754941097
-0.03827579057287902	final_syntax	4%-1.txt	152Sm_pAKT__T308	-0.047785187895343584	0.8910038086446034	0.938788996539947
0.048274735604098146	final_syntax	4%-1.txt	153Eu_pCREB__S133	0.06200736781078375	1.2846051365633222	1.2225977687525384
0.012146639882919141	final_syntax	4%-1.txt	154Sm_pSMAD1_5_9	0.011370506994405116	0.5968267407878434	0.5854562337934383
-0.023945506309111974	final_syntax	4%-1.txt	155Gd_pAKT__S473	-0.024263289179875303	0.5536987317638511	0.5779620209437264
-0.048343557690234684	final_syntax	4%-1.txt	156Gd_pNF-kB_p65__S529	-0.06838814855664133	2.025687757071862	2.0940759056285034
0.019177104721591003	final_syntax	4%-1.txt	157Gd_pMKK3_6__S189_207	0.010723908593892162	1.2547614541515082	1.244037545557616
-0.035968373513040504	final_syntax	4%-1.txt	158Gd_pP38__T180_Y182	-0.002825651618795444	3.494829941855799	3.4976555934745943
0.06202178948353666	final_syntax	4%-1.txt	159Tb_pMAPKAPK2__T334	0.0643672337633503	1.5828020887796133	1.518434855016263
0.11748559922896322	final_syntax	4%-1.txt	160Gd_pAMPKa__T172	0.1341165226273291	2.8080275259157506	2.6739110032884215
0.10011006457899271	final_syntax	4%-1.txt	161Dy_pBAD__S112	0.09554744286765593	1.3727878103288251	1.2772403674611692
0.03650912089069696	final_syntax	4%-1.txt	162Dy_LRIG1	0.03084984794192458	0.9783007861525534	0.9474509382106289
0.048065367393100446	final_syntax	4%-1.txt	163Dy_pP90RSK__T359	0.05199771275708054	1.550255403204341	1.4982576904472604
0.1700370202585018	final_syntax	4%-1.txt	164Dy_p120_Catenin__T310	0.22165615400432648	3.2831989808697775	3.061542826865451
0.05958910492928496	final_syntax	4%-1.txt	165Ho_beta-Catenin__Active	0.07027339951478595	2.1117974397264154	2.0415240402116295
0.04884307286090473	final_syntax	4%-1.txt	166Er_pGSK3b__S9	0.05132638279229251	2.398851711431113	2.3475253286388207
0.30182375901755765	final_syntax	4%-1.txt	167Er_pERK1_2__T202_Y204	0.3099894581169176	2.643319099955388	2.3333296418384704
0.04005626840443998	final_syntax	4%-1.txt	168Er_pSMAD2_3	0.04374325690247982	2.6644885739017448	2.620745316999265
-0.07863664569164801	final_syntax	4%-1.txt	169Tm_EpHB2	-0.113547943371618	1.7426252928007926	1.8561732361724106
0.07499973156760016	final_syntax	4%-1.txt	170Er_pMEK1_2__S221	0.08752419986505688	1.7066440467483344	1.6191198468832775
0.020516517832656622	final_syntax	4%-1.txt	171Yb_CLCA1	0.0	0.0	0.0
0.02029795982583817	final_syntax	4%-1.txt	172Yb_pS6__S235_236	0.007518803632432847	0.813314854083091	0.8057960504506582
0.0453209932120999	final_syntax	4%-1.txt	173Yb_DCAMKL1	0.15247717923856008	0.7282638964165195	0.5757867171779594
0.007988373116585961	final_syntax	4%-1.txt	174Yb_CHGA	0.0	0.0	0.0
0.006984602730420112	final_syntax	4%-1.txt	175Lu_CD44	0.0	0.0	0.0
0.0862563082470082	final_syntax	4%-1.txt	176Yb_Cyclin_B1	0.12014675856743473	2.037158426082241	1.9170116675148061
0.034330613313824566	final_syntax	4%-1.txt	191Ir_DNA_1	0.044540757255518315	7.723707694773562	7.679166937518044
0.03816709275984114	final_syntax	4%-1.txt	193Ir_DNA_2	0.048625831021032795	8.36367650560723	8.315050674586198
0.08945451843036305	final_syntax	4%-1.txt	198Pt_Cisplatin	0.08109787546885538	4.2305859162307025	4.149488040761847
-0.11307011288350939	final_syntax	4%-1.txt	209Bi_DiMHH3__K4	-0.13088077156430433	6.01682432442118	6.147705095985485
0.00373357257043962	final_syntax	4%-2.txt	89Y_pHH3__S28	0.0057590059650493575	0.17280990864369294	0.1670509026786436
0.18055641732436947	final_syntax	4%-2.txt	113In_CD326__EpCAM	0.2086071029007961	2.3744964765443686	2.1658893736435725
-0.2796572988664488	final_syntax	4%-2.txt	115In_Pan-CK	-0.26384491089408346	2.013836789020402	2.2776816999144853
0.08916943429297713	final_syntax	4%-2.txt	127I_IdU	0.0	0.0	0.0
0.0047481955892191	final_syntax	4%-2.txt	140Ce_EQ_Beads	0.0005664326001164274	0.026184049315890422	0.025617616715773995
0.11625269157798165	final_syntax	4%-2.txt	141Pr_pPDK1__S241	0.14458565034773518	1.6598554447147762	1.515269794367041
0.11717627225220362	final_syntax	4%-2.txt	142Nd_cCaspase_3__D175	0.167175124031542	1.4836679597846547	1.3164928357531127
0.029120658562479678	final_syntax	4%-2.txt	143Nd_C-MYC	0.03391779453433208	1.3234784473806083	1.2895606528462762
-0.011868701226079116	final_syntax	4%-2.txt	144Nd_Lysozyme	-0.006288997417148695	0.1876041736321507	0.1938931710492994
0.07891615781805553	final_syntax	4%-2.txt	145Nd_FABP1	0.09874151032984546	0.738677943185703	0.6399364328558576
0.08229194748900871	final_syntax	4%-2.txt	146Nd_pMKK4_SEK1__S257	0.10446319729007003	1.0185405535583734	0.9140773562683033
0.0920700568021158	final_syntax	4%-2.txt	147Sm_pBTK__Y511	0.12225040834833134	2.3948895680120903	2.272639159663759
