EMD_no_norm_arc	denominator	file_origin	marker	median_diff_no_norm_arc_compare_from_vs_to	median_no_norm_arc_compare_from	median_no_norm_arc_compare_to
0.01527957145744584	concatenated-inputs	Day-5_downsample_5000.txt	89Y_pHH3	0.0	0.0	0.0
-0.19577836905385787	concatenated-inputs	Day-5_downsample_5000.txt	113In_EpCAM	-0.2347124086960397	2.880650986168611	3.1153633948646506
-0.2257120797100248	concatenated-inputs	Day-5_downsample_5000.txt	115In_Pan-CK	-0.2836244299319399	2.461446192480118	2.745070622412058
-1.462615633585747	concatenated-inputs	Day-5_downsample_5000.txt	124Te_Barcode	-0.9557034745820414	1.4641056441524571	2.4198091187344986
2.6726431358391407	concatenated-inputs	Day-5_downsample_5000.txt	126Te_Barcode	3.3030734393113566	4.928424950777346	1.6253515114659898
0.159809476648461	concatenated-inputs	Day-5_downsample_5000.txt	127I_IdU	0.08224809381522453	0.1474496065027907	0.06520151268756617
-1.4985476016332298	concatenated-inputs	Day-5_downsample_5000.txt	128Te_Barcode	-1.0112971311504153	1.6395259049055162	2.6508230360559315
-1.7557314962402761	concatenated-inputs	Day-5_downsample_5000.txt	130Te_Barcode	-1.3012721680819643	1.4323741576281148	2.733646325710079
0.007392006523130171	concatenated-inputs	Day-5_downsample_5000.txt	140Ce_EQ Beads	0.0	0.0	0.0
-0.20444440991011584	concatenated-inputs	Day-5_downsample_5000.txt	141Pr_pPDPK1	-0.26437610108392384	2.2222418448991728	2.4866179459830966
0.06275709947741748	concatenated-inputs	Day-5_downsample_5000.txt	142Nd_cCaspase 3	0.010600752362580845	2.2504515718762175	2.2398508195136366
-0.06101040818372605	concatenated-inputs	Day-5_downsample_5000.txt	143Nd_C-MYC	-0.05379538737585343	0.7869580957644411	0.8407534831402945
-0.03989222789896842	concatenated-inputs	Day-5_downsample_5000.txt	144Nd_Lysozyme	-0.009127010433065186	0.2046457730248457	0.2137727834579109
-0.26721844245481385	concatenated-inputs	Day-5_downsample_5000.txt	145Nd_FABP1	-0.32067829967113015	1.08453389035615	1.4052121900272803
-0.07437727666975096	concatenated-inputs	Day-5_downsample_5000.txt	146Nd_pMKK4_SEK1	-0.0808193246149913	1.1013268650819859	1.1821461896969772
-0.015369812977959125	concatenated-inputs	Day-5_downsample_5000.txt	147Sm_pBTK	-0.01598817185451651	2.4869058710153027	2.502894042869819
0.04018164801790708	concatenated-inputs	Day-5_downsample_5000.txt	148Nd_pSRC	0.025717589668302843	1.8106613182928508	1.784943728624548
-0.16180774173254273	concatenated-inputs	Day-5_downsample_5000.txt	149Sm_p4E-BP1	-0.2691223240600229	1.5729964369056295	1.8421187609656524
-0.10701477893559422	concatenated-inputs	Day-5_downsample_5000.txt	150Nd_pRB	-0.0006641864413325926	2.5736070849579513	2.574271271399284
0.022089509877545023	concatenated-inputs	Day-4_downsample_5000.txt	89Y_pHH3	0.0	0.0	0.0
-0.20253469414505942	concatenated-inputs	Day-4_downsample_5000.txt	113In_EpCAM	-0.26240426659243266	2.852959128272218	3.1153633948646506
-0.11615603614183585	concatenated-inputs	Day-4_downsample_5000.txt	115In_Pan-CK	-0.1375226194497574	2.6075480029623006	2.745070622412058
